store_sales(in millions),unit_sales(in millions),total_children,num_children_at_home,avg_cars_at home(approx).1,gross_weight,recyclable_package,low_fat,units_per_case,store_sqft,coffee_bar,video_store,salad_bar,prepared_food,florist,cost
7.52,4.0,4.0,4.0,2.0,13.0,1.0,0.0,13.0,20319.0,0.0,0.0,0.0,0.0,0.0,53.01
4.88,4.0,3.0,1.0,2.0,15.2,1.0,0.0,29.0,33858.0,1.0,0.0,1.0,1.0,1.0,59.83
5.73,3.0,0.0,0.0,2.0,7.41,0.0,0.0,24.0,30797.0,1.0,1.0,1.0,1.0,1.0,98.81
6.4,4.0,4.0,0.0,2.0,13.6,0.0,0.0,31.0,23759.0,1.0,0.0,1.0,1.0,1.0,147.82
14.48,4.0,4.0,4.0,1.0,19.3,0.0,0.0,32.0,33858.0,1.0,0.0,1.0,1.0,1.0,103.65
13.6,5.0,4.0,0.0,1.0,18.1,0.0,0.0,19.0,21215.0,1.0,0.0,0.0,0.0,0.0,99.77
2.43,3.0,2.0,0.0,2.0,6.63,1.0,0.0,21.0,21215.0,1.0,0.0,0.0,0.0,0.0,66.78
5.56,2.0,0.0,0.0,1.0,6.49,0.0,0.0,23.0,23688.0,1.0,1.0,1.0,1.0,1.0,101.84
9.6,3.0,3.0,2.0,4.0,9.56,0.0,0.0,23.0,20319.0,0.0,0.0,0.0,0.0,0.0,112.49
11.04,3.0,4.0,2.0,1.0,10.2,0.0,1.0,14.0,39696.0,0.0,0.0,1.0,1.0,0.0,109.21
4.83,3.0,4.0,0.0,1.0,13.2,1.0,0.0,33.0,39696.0,0.0,0.0,1.0,1.0,0.0,51.47
2.49,3.0,2.0,2.0,2.0,21.0,0.0,0.0,2.0,34791.0,0.0,0.0,1.0,1.0,0.0,105.19
1.86,3.0,2.0,0.0,2.0,7.9,1.0,0.0,1.0,33858.0,1.0,0.0,1.0,1.0,1.0,111.7
11.4,4.0,4.0,0.0,2.0,6.0,1.0,0.0,2.0,39696.0,0.0,0.0,1.0,1.0,0.0,82.61
11.12,4.0,3.0,0.0,0.0,14.7,0.0,0.0,30.0,23688.0,1.0,1.0,1.0,1.0,1.0,55.96
5.04,2.0,2.0,2.0,0.0,19.9,0.0,1.0,13.0,30584.0,1.0,1.0,1.0,1.0,1.0,141.38
8.48,4.0,5.0,0.0,1.0,19.8,0.0,1.0,2.0,38382.0,0.0,0.0,0.0,0.0,0.0,62.74
2.79,3.0,2.0,0.0,1.0,14.4,1.0,0.0,4.0,23598.0,0.0,0.0,0.0,0.0,1.0,61.65
5.4,2.0,5.0,5.0,2.0,21.2,0.0,0.0,30.0,30797.0,1.0,1.0,1.0,1.0,1.0,65.7
1.12,2.0,4.0,2.0,2.0,12.2,1.0,0.0,36.0,34452.0,1.0,0.0,0.0,0.0,1.0,87.76
4.89,3.0,3.0,0.0,2.0,15.3,1.0,0.0,12.0,23598.0,0.0,0.0,0.0,0.0,1.0,141.26
2.79,3.0,5.0,3.0,4.0,14.0,0.0,0.0,3.0,30797.0,1.0,1.0,1.0,1.0,1.0,92.57
7.4,4.0,4.0,0.0,2.0,9.26,0.0,1.0,22.0,30268.0,0.0,0.0,0.0,0.0,0.0,133.42
2.78,2.0,5.0,3.0,3.0,7.18,0.0,0.0,14.0,34791.0,0.0,0.0,1.0,1.0,0.0,125.48
2.43,1.0,3.0,3.0,2.0,6.83,1.0,0.0,18.0,22478.0,1.0,0.0,0.0,0.0,0.0,119.62
10.12,4.0,0.0,0.0,3.0,18.7,1.0,0.0,15.0,30268.0,0.0,0.0,0.0,0.0,0.0,57.52
3.86,2.0,3.0,0.0,2.0,16.1,1.0,0.0,17.0,38382.0,0.0,0.0,0.0,0.0,0.0,123.63
11.43,3.0,4.0,4.0,4.0,15.9,0.0,0.0,32.0,21215.0,1.0,0.0,0.0,0.0,0.0,69.63
5.26,2.0,4.0,2.0,4.0,16.1,0.0,0.0,16.0,33858.0,1.0,0.0,1.0,1.0,1.0,67.31
8.28,3.0,1.0,0.0,0.0,6.81,0.0,1.0,7.0,27694.0,1.0,1.0,1.0,1.0,1.0,144.38
6.8,4.0,2.0,0.0,4.0,18.1,0.0,0.0,4.0,36509.0,0.0,0.0,0.0,0.0,0.0,140.53
4.29,3.0,1.0,0.0,1.0,12.8,0.0,1.0,25.0,23112.0,1.0,1.0,1.0,1.0,1.0,144.54
7.14,2.0,2.0,0.0,3.0,16.3,0.0,0.0,19.0,20319.0,0.0,0.0,0.0,0.0,0.0,121.44
8.37,3.0,1.0,0.0,3.0,9.63,1.0,0.0,22.0,33858.0,1.0,0.0,1.0,1.0,1.0,59.83
7.68,4.0,2.0,0.0,2.0,20.0,1.0,0.0,14.0,23759.0,1.0,0.0,1.0,1.0,1.0,106.73
8.56,4.0,4.0,1.0,1.0,15.9,1.0,0.0,3.0,33858.0,1.0,0.0,1.0,1.0,1.0,67.31
11.52,3.0,1.0,0.0,1.0,18.8,0.0,0.0,33.0,33858.0,1.0,0.0,1.0,1.0,1.0,122.47
11.25,3.0,5.0,1.0,3.0,11.0,0.0,0.0,31.0,30268.0,0.0,0.0,0.0,0.0,0.0,95.21
4.38,2.0,3.0,0.0,2.0,17.7,0.0,1.0,9.0,30797.0,1.0,1.0,1.0,1.0,1.0,83.55
3.54,3.0,2.0,2.0,2.0,20.9,1.0,1.0,8.0,27694.0,1.0,1.0,1.0,1.0,1.0,69.47
11.64,4.0,4.0,2.0,1.0,21.8,1.0,0.0,10.0,30268.0,0.0,0.0,0.0,0.0,0.0,136.57
3.96,3.0,2.0,0.0,4.0,18.6,1.0,0.0,28.0,34791.0,0.0,0.0,1.0,1.0,0.0,95.98
3.72,3.0,0.0,0.0,0.0,13.5,1.0,1.0,7.0,33858.0,1.0,0.0,1.0,1.0,1.0,111.7
6.9,3.0,4.0,0.0,4.0,20.7,1.0,0.0,8.0,23593.0,0.0,0.0,0.0,0.0,0.0,137.47
2.82,2.0,2.0,0.0,2.0,9.71,1.0,0.0,31.0,39696.0,0.0,0.0,1.0,1.0,0.0,62.71
9.93,3.0,1.0,1.0,2.0,12.5,1.0,1.0,4.0,23598.0,0.0,0.0,0.0,0.0,1.0,101.84
1.83,3.0,1.0,0.0,4.0,15.2,0.0,0.0,12.0,27694.0,1.0,1.0,1.0,1.0,1.0,69.47
4.65,3.0,3.0,0.0,3.0,17.2,1.0,0.0,28.0,30797.0,1.0,1.0,1.0,1.0,1.0,68.91
11.84,4.0,2.0,2.0,1.0,6.41,1.0,0.0,16.0,21215.0,1.0,0.0,0.0,0.0,0.0,69.63
6.54,2.0,3.0,0.0,2.0,7.71,0.0,0.0,18.0,33858.0,1.0,0.0,1.0,1.0,1.0,149.08
5.62,2.0,1.0,0.0,1.0,6.23,1.0,0.0,31.0,30584.0,1.0,1.0,1.0,1.0,1.0,87.07
9.96,3.0,4.0,4.0,1.0,16.1,0.0,1.0,3.0,33858.0,1.0,0.0,1.0,1.0,1.0,59.83
2.12,4.0,5.0,0.0,1.0,12.8,1.0,0.0,28.0,39696.0,0.0,0.0,1.0,1.0,0.0,140.9
15.56,4.0,5.0,0.0,4.0,19.8,0.0,0.0,7.0,39696.0,0.0,0.0,1.0,1.0,0.0,115.05
7.53,3.0,2.0,0.0,3.0,14.1,1.0,0.0,15.0,21215.0,1.0,0.0,0.0,0.0,0.0,80.0
8.25,5.0,5.0,0.0,4.0,19.8,1.0,1.0,27.0,23112.0,1.0,1.0,1.0,1.0,1.0,51.0
2.2,4.0,4.0,0.0,4.0,10.0,0.0,0.0,10.0,20319.0,0.0,0.0,0.0,0.0,0.0,137.7
8.76,4.0,1.0,0.0,0.0,11.0,0.0,0.0,26.0,23688.0,1.0,1.0,1.0,1.0,1.0,126.88
1.55,1.0,4.0,2.0,1.0,10.6,0.0,1.0,13.0,24597.0,1.0,0.0,0.0,0.0,0.0,61.27
5.28,2.0,0.0,0.0,0.0,12.2,0.0,1.0,19.0,39696.0,0.0,0.0,1.0,1.0,0.0,106.1
4.65,3.0,1.0,0.0,3.0,20.7,1.0,1.0,4.0,20319.0,0.0,0.0,0.0,0.0,0.0,52.06
5.96,2.0,2.0,0.0,4.0,12.8,0.0,0.0,28.0,23688.0,1.0,1.0,1.0,1.0,1.0,107.89
2.84,2.0,4.0,3.0,0.0,21.7,0.0,1.0,4.0,23112.0,1.0,1.0,1.0,1.0,1.0,95.45
5.3,2.0,5.0,0.0,2.0,10.4,0.0,0.0,20.0,23112.0,1.0,1.0,1.0,1.0,1.0,122.77
9.76,4.0,4.0,4.0,1.0,15.7,1.0,0.0,11.0,21215.0,1.0,0.0,0.0,0.0,0.0,76.98
8.43,3.0,4.0,0.0,2.0,7.11,1.0,1.0,3.0,34791.0,0.0,0.0,1.0,1.0,0.0,144.31
5.55,3.0,1.0,0.0,3.0,10.4,1.0,1.0,18.0,33858.0,1.0,0.0,1.0,1.0,1.0,111.7
2.64,2.0,2.0,2.0,3.0,20.9,1.0,0.0,16.0,39696.0,0.0,0.0,1.0,1.0,0.0,62.71
7.48,4.0,4.0,0.0,4.0,17.3,1.0,0.0,16.0,20319.0,0.0,0.0,0.0,0.0,0.0,118.36
2.46,2.0,1.0,0.0,2.0,16.5,1.0,1.0,19.0,23759.0,1.0,0.0,1.0,1.0,1.0,90.65
7.95,3.0,3.0,2.0,3.0,11.2,0.0,1.0,14.0,23598.0,0.0,0.0,0.0,0.0,1.0,141.26
4.96,4.0,3.0,0.0,2.0,10.2,0.0,0.0,23.0,39696.0,0.0,0.0,1.0,1.0,0.0,145.52
10.6,4.0,3.0,3.0,3.0,10.8,0.0,0.0,21.0,23598.0,0.0,0.0,0.0,0.0,1.0,141.26
11.4,3.0,2.0,0.0,4.0,9.9,1.0,0.0,32.0,36509.0,0.0,0.0,0.0,0.0,0.0,62.09
3.08,2.0,2.0,0.0,2.0,7.71,1.0,1.0,25.0,22478.0,1.0,0.0,0.0,0.0,0.0,95.65
9.51,3.0,1.0,1.0,3.0,20.1,1.0,0.0,24.0,21215.0,1.0,0.0,0.0,0.0,0.0,90.58
10.92,3.0,4.0,1.0,3.0,12.0,1.0,1.0,11.0,23688.0,1.0,1.0,1.0,1.0,1.0,96.55
6.88,2.0,5.0,5.0,3.0,14.4,1.0,0.0,19.0,30268.0,0.0,0.0,0.0,0.0,0.0,79.95
6.63,3.0,1.0,0.0,3.0,19.6,1.0,1.0,33.0,23112.0,1.0,1.0,1.0,1.0,1.0,51.0
2.22,3.0,4.0,0.0,2.0,15.2,1.0,0.0,30.0,23112.0,1.0,1.0,1.0,1.0,1.0,142.71
7.83,3.0,1.0,0.0,4.0,21.7,1.0,1.0,6.0,20319.0,0.0,0.0,0.0,0.0,0.0,53.01
7.14,3.0,5.0,0.0,3.0,7.97,1.0,0.0,21.0,30268.0,0.0,0.0,0.0,0.0,0.0,116.74
8.82,3.0,3.0,0.0,2.0,8.24,1.0,0.0,22.0,23688.0,1.0,1.0,1.0,1.0,1.0,131.81
8.16,3.0,3.0,3.0,3.0,14.5,1.0,0.0,1.0,39696.0,0.0,0.0,1.0,1.0,0.0,145.52
5.49,3.0,2.0,2.0,3.0,13.6,1.0,0.0,15.0,23112.0,1.0,1.0,1.0,1.0,1.0,51.0
2.52,3.0,4.0,0.0,3.0,13.1,1.0,0.0,18.0,20319.0,0.0,0.0,0.0,0.0,0.0,52.06
15.64,4.0,5.0,0.0,0.0,10.9,1.0,1.0,15.0,27694.0,1.0,1.0,1.0,1.0,1.0,50.79
6.62,2.0,3.0,0.0,3.0,12.5,1.0,1.0,4.0,28206.0,1.0,0.0,0.0,0.0,0.0,94.69
10.26,3.0,1.0,0.0,4.0,6.04,1.0,1.0,27.0,23688.0,1.0,1.0,1.0,1.0,1.0,85.88
4.22,2.0,2.0,0.0,2.0,6.6,1.0,1.0,6.0,23688.0,1.0,1.0,1.0,1.0,1.0,101.84
1.1,2.0,2.0,0.0,4.0,21.0,0.0,0.0,24.0,20319.0,0.0,0.0,0.0,0.0,0.0,52.06
14.36,4.0,2.0,2.0,2.0,11.8,0.0,0.0,34.0,30268.0,0.0,0.0,0.0,0.0,0.0,116.74
2.1,3.0,4.0,0.0,3.0,14.0,0.0,0.0,3.0,21215.0,1.0,0.0,0.0,0.0,0.0,69.63
6.84,4.0,5.0,5.0,3.0,16.1,0.0,0.0,21.0,30268.0,0.0,0.0,0.0,0.0,0.0,116.74
13.7,5.0,3.0,0.0,2.0,17.0,1.0,1.0,17.0,33858.0,1.0,0.0,1.0,1.0,1.0,136.74
8.44,4.0,3.0,1.0,3.0,16.5,0.0,0.0,4.0,33858.0,1.0,0.0,1.0,1.0,1.0,91.0
8.82,3.0,1.0,0.0,0.0,8.24,1.0,0.0,22.0,27694.0,1.0,1.0,1.0,1.0,1.0,55.59
7.64,2.0,2.0,2.0,3.0,17.1,1.0,0.0,10.0,30268.0,0.0,0.0,0.0,0.0,0.0,100.91
1.12,2.0,0.0,0.0,0.0,8.86,1.0,1.0,25.0,20319.0,0.0,0.0,0.0,0.0,0.0,67.2
5.82,2.0,2.0,0.0,3.0,21.8,1.0,0.0,10.0,23598.0,0.0,0.0,0.0,0.0,1.0,122.51
4.66,2.0,1.0,0.0,3.0,6.86,1.0,1.0,28.0,30584.0,1.0,1.0,1.0,1.0,1.0,87.07
7.36,2.0,1.0,0.0,2.0,11.5,1.0,0.0,3.0,23688.0,1.0,1.0,1.0,1.0,1.0,128.2
6.74,2.0,1.0,0.0,2.0,21.9,1.0,0.0,12.0,23598.0,0.0,0.0,0.0,0.0,1.0,101.84
6.93,3.0,3.0,1.0,3.0,18.9,1.0,0.0,3.0,27694.0,1.0,1.0,1.0,1.0,1.0,95.78
7.34,2.0,2.0,0.0,2.0,8.31,1.0,0.0,7.0,39696.0,0.0,0.0,1.0,1.0,0.0,123.02
2.85,3.0,4.0,1.0,2.0,9.81,1.0,0.0,13.0,24597.0,1.0,0.0,0.0,0.0,0.0,79.33
10.75,5.0,3.0,0.0,1.0,16.4,1.0,0.0,14.0,23688.0,1.0,1.0,1.0,1.0,1.0,128.2
3.16,4.0,5.0,4.0,4.0,14.1,1.0,0.0,10.0,39696.0,0.0,0.0,1.0,1.0,0.0,86.21
8.28,3.0,4.0,0.0,1.0,17.2,0.0,0.0,30.0,38382.0,0.0,0.0,0.0,0.0,0.0,123.63
5.85,3.0,3.0,0.0,1.0,16.6,1.0,1.0,2.0,20319.0,0.0,0.0,0.0,0.0,0.0,119.3
6.96,4.0,3.0,3.0,3.0,8.66,1.0,0.0,32.0,20319.0,0.0,0.0,0.0,0.0,0.0,137.7
6.81,3.0,3.0,0.0,3.0,19.6,0.0,0.0,6.0,23593.0,0.0,0.0,0.0,0.0,0.0,112.19
9.84,3.0,4.0,0.0,2.0,16.2,0.0,0.0,18.0,30584.0,1.0,1.0,1.0,1.0,1.0,141.38
4.83,3.0,5.0,0.0,2.0,13.8,1.0,0.0,18.0,23688.0,1.0,1.0,1.0,1.0,1.0,137.34
7.5,2.0,2.0,2.0,2.0,11.0,0.0,0.0,31.0,20319.0,0.0,0.0,0.0,0.0,0.0,108.22
6.96,4.0,5.0,1.0,3.0,10.8,1.0,0.0,28.0,33858.0,1.0,0.0,1.0,1.0,1.0,51.12
1.33,1.0,1.0,1.0,3.0,7.17,0.0,1.0,18.0,28206.0,1.0,0.0,0.0,0.0,0.0,121.8
9.57,3.0,2.0,0.0,2.0,15.2,1.0,1.0,35.0,30797.0,1.0,1.0,1.0,1.0,1.0,131.62
10.36,4.0,3.0,0.0,0.0,9.77,1.0,1.0,20.0,20319.0,0.0,0.0,0.0,0.0,0.0,137.7
2.7,3.0,1.0,1.0,4.0,17.4,0.0,1.0,26.0,21215.0,1.0,0.0,0.0,0.0,0.0,114.01
9.4,4.0,4.0,3.0,1.0,11.3,0.0,0.0,13.0,33858.0,1.0,0.0,1.0,1.0,1.0,59.83
13.56,4.0,2.0,0.0,1.0,17.4,1.0,1.0,11.0,20319.0,0.0,0.0,0.0,0.0,0.0,124.36
10.75,5.0,4.0,3.0,3.0,7.88,1.0,0.0,4.0,30797.0,1.0,1.0,1.0,1.0,1.0,76.88
11.04,3.0,2.0,1.0,3.0,11.5,1.0,0.0,3.0,30797.0,1.0,1.0,1.0,1.0,1.0,110.56
3.66,3.0,2.0,1.0,0.0,21.4,1.0,1.0,6.0,30584.0,1.0,1.0,1.0,1.0,1.0,94.79
11.52,3.0,1.0,0.0,1.0,19.7,1.0,0.0,4.0,30797.0,1.0,1.0,1.0,1.0,1.0,131.62
9.39,3.0,4.0,0.0,3.0,19.3,1.0,0.0,29.0,34791.0,0.0,0.0,1.0,1.0,0.0,125.48
9.33,3.0,4.0,4.0,3.0,17.6,1.0,1.0,18.0,23598.0,0.0,0.0,0.0,0.0,1.0,81.79
10.29,3.0,1.0,1.0,2.0,16.0,0.0,0.0,13.0,39696.0,0.0,0.0,1.0,1.0,0.0,109.14
8.8,4.0,5.0,0.0,2.0,9.19,1.0,0.0,6.0,36509.0,0.0,0.0,0.0,0.0,0.0,141.39
9.72,3.0,4.0,4.0,2.0,8.48,0.0,0.0,17.0,23688.0,1.0,1.0,1.0,1.0,1.0,137.46
5.52,3.0,1.0,0.0,1.0,19.7,1.0,0.0,17.0,23688.0,1.0,1.0,1.0,1.0,1.0,149.75
5.04,4.0,4.0,0.0,2.0,10.4,0.0,0.0,23.0,30584.0,1.0,1.0,1.0,1.0,1.0,94.79
6.44,4.0,1.0,0.0,1.0,16.0,1.0,0.0,7.0,39696.0,0.0,0.0,1.0,1.0,0.0,106.1
6.2,4.0,3.0,0.0,3.0,6.19,1.0,1.0,23.0,30268.0,0.0,0.0,0.0,0.0,0.0,133.42
3.0,4.0,5.0,0.0,1.0,8.34,1.0,1.0,9.0,23593.0,0.0,0.0,0.0,0.0,0.0,137.47
4.9,2.0,1.0,0.0,1.0,12.0,1.0,1.0,34.0,30268.0,0.0,0.0,0.0,0.0,0.0,64.99
2.46,3.0,3.0,0.0,2.0,20.3,0.0,0.0,34.0,34791.0,0.0,0.0,1.0,1.0,0.0,62.12
5.91,3.0,0.0,0.0,1.0,20.0,1.0,0.0,9.0,23759.0,1.0,0.0,1.0,1.0,1.0,93.11
8.73,3.0,2.0,0.0,3.0,21.5,1.0,0.0,24.0,33858.0,1.0,0.0,1.0,1.0,1.0,70.32
4.3,2.0,0.0,0.0,4.0,18.0,0.0,1.0,23.0,34452.0,1.0,0.0,0.0,0.0,1.0,130.06
8.43,3.0,3.0,1.0,3.0,11.0,1.0,1.0,26.0,30584.0,1.0,1.0,1.0,1.0,1.0,79.59
7.53,3.0,3.0,1.0,1.0,10.6,1.0,0.0,32.0,36509.0,0.0,0.0,0.0,0.0,0.0,97.34
6.39,3.0,1.0,0.0,3.0,11.0,1.0,1.0,20.0,23593.0,0.0,0.0,0.0,0.0,0.0,52.97
5.96,4.0,4.0,0.0,1.0,20.3,1.0,0.0,31.0,30797.0,1.0,1.0,1.0,1.0,1.0,98.81
1.84,2.0,3.0,3.0,4.0,11.7,0.0,0.0,8.0,39696.0,0.0,0.0,1.0,1.0,0.0,105.74
3.52,2.0,0.0,0.0,4.0,11.2,1.0,1.0,23.0,23598.0,0.0,0.0,0.0,0.0,1.0,147.35
5.26,2.0,2.0,1.0,0.0,10.1,1.0,1.0,28.0,30584.0,1.0,1.0,1.0,1.0,1.0,87.07
2.16,3.0,3.0,2.0,2.0,9.71,1.0,0.0,26.0,27694.0,1.0,1.0,1.0,1.0,1.0,54.11
7.08,3.0,4.0,0.0,3.0,8.83,1.0,1.0,29.0,34791.0,0.0,0.0,1.0,1.0,0.0,77.72
7.64,4.0,2.0,1.0,1.0,7.65,1.0,0.0,28.0,33858.0,1.0,0.0,1.0,1.0,1.0,136.74
10.28,4.0,4.0,0.0,2.0,12.1,1.0,1.0,35.0,30797.0,1.0,1.0,1.0,1.0,1.0,99.38
6.84,3.0,1.0,0.0,4.0,10.5,1.0,1.0,24.0,20319.0,0.0,0.0,0.0,0.0,0.0,118.36
7.95,3.0,3.0,1.0,1.0,16.4,1.0,0.0,35.0,27694.0,1.0,1.0,1.0,1.0,1.0,55.59
9.4,4.0,4.0,3.0,3.0,13.4,0.0,0.0,17.0,34791.0,0.0,0.0,1.0,1.0,0.0,77.72
6.5,2.0,1.0,1.0,4.0,17.2,1.0,0.0,15.0,34452.0,1.0,0.0,0.0,0.0,1.0,132.88
8.67,3.0,3.0,3.0,3.0,17.2,1.0,0.0,31.0,23598.0,0.0,0.0,0.0,0.0,1.0,107.89
7.92,3.0,4.0,2.0,2.0,18.4,0.0,0.0,18.0,28206.0,1.0,0.0,0.0,0.0,0.0,109.03
10.08,3.0,1.0,0.0,4.0,11.6,1.0,1.0,21.0,30584.0,1.0,1.0,1.0,1.0,1.0,54.36
7.41,3.0,1.0,0.0,1.0,7.36,1.0,0.0,7.0,27694.0,1.0,1.0,1.0,1.0,1.0,59.86
8.22,3.0,2.0,2.0,3.0,18.2,0.0,0.0,13.0,39696.0,0.0,0.0,1.0,1.0,0.0,106.1
2.9,2.0,4.0,0.0,2.0,17.1,1.0,1.0,13.0,30584.0,1.0,1.0,1.0,1.0,1.0,148.62
5.56,2.0,2.0,0.0,3.0,21.3,0.0,1.0,22.0,20319.0,0.0,0.0,0.0,0.0,0.0,140.57
8.58,3.0,2.0,0.0,3.0,18.9,0.0,0.0,33.0,30797.0,1.0,1.0,1.0,1.0,1.0,98.81
1.74,3.0,0.0,0.0,3.0,13.9,1.0,0.0,14.0,23598.0,0.0,0.0,0.0,0.0,1.0,107.89
4.94,2.0,3.0,0.0,0.0,12.6,1.0,0.0,10.0,23112.0,1.0,1.0,1.0,1.0,1.0,102.47
6.39,3.0,1.0,0.0,4.0,11.0,1.0,1.0,20.0,23598.0,0.0,0.0,0.0,0.0,1.0,141.26
1.71,3.0,2.0,2.0,3.0,7.64,0.0,1.0,22.0,27694.0,1.0,1.0,1.0,1.0,1.0,126.62
6.63,3.0,2.0,1.0,3.0,18.2,0.0,1.0,23.0,30797.0,1.0,1.0,1.0,1.0,1.0,129.38
9.78,3.0,5.0,0.0,2.0,11.5,1.0,1.0,16.0,20319.0,0.0,0.0,0.0,0.0,0.0,140.57
6.51,3.0,3.0,0.0,1.0,10.8,0.0,0.0,29.0,21215.0,1.0,0.0,0.0,0.0,0.0,138.53
4.4,4.0,4.0,0.0,3.0,12.8,0.0,0.0,20.0,20319.0,0.0,0.0,0.0,0.0,0.0,139.19
7.76,4.0,1.0,1.0,1.0,7.87,1.0,0.0,4.0,27694.0,1.0,1.0,1.0,1.0,1.0,82.62
5.62,2.0,2.0,0.0,1.0,10.7,0.0,0.0,9.0,23688.0,1.0,1.0,1.0,1.0,1.0,67.11
2.64,2.0,3.0,1.0,4.0,18.6,1.0,0.0,28.0,30268.0,0.0,0.0,0.0,0.0,0.0,97.45
7.8,4.0,2.0,1.0,1.0,10.1,1.0,1.0,35.0,30797.0,1.0,1.0,1.0,1.0,1.0,65.7
8.79,3.0,4.0,0.0,4.0,9.58,0.0,1.0,15.0,33858.0,1.0,0.0,1.0,1.0,1.0,103.65
8.85,3.0,1.0,1.0,3.0,15.2,0.0,1.0,27.0,27694.0,1.0,1.0,1.0,1.0,1.0,80.29
6.92,4.0,2.0,0.0,1.0,15.2,0.0,1.0,32.0,30268.0,0.0,0.0,0.0,0.0,0.0,95.21
5.49,3.0,5.0,0.0,1.0,13.6,1.0,0.0,15.0,30584.0,1.0,1.0,1.0,1.0,1.0,141.38
7.2,3.0,2.0,0.0,2.0,13.7,0.0,0.0,6.0,38382.0,0.0,0.0,0.0,0.0,0.0,91.58
9.32,4.0,1.0,0.0,2.0,20.5,0.0,0.0,25.0,27694.0,1.0,1.0,1.0,1.0,1.0,55.59
3.7,2.0,2.0,0.0,2.0,21.8,1.0,0.0,6.0,21215.0,1.0,0.0,0.0,0.0,0.0,69.63
4.44,3.0,0.0,0.0,3.0,14.0,0.0,0.0,34.0,23598.0,0.0,0.0,0.0,0.0,1.0,128.2
15.72,4.0,1.0,0.0,1.0,15.5,1.0,1.0,23.0,33858.0,1.0,0.0,1.0,1.0,1.0,73.05
10.6,4.0,5.0,0.0,3.0,17.7,1.0,1.0,18.0,30584.0,1.0,1.0,1.0,1.0,1.0,146.72
5.64,3.0,3.0,0.0,1.0,20.9,1.0,0.0,25.0,20319.0,0.0,0.0,0.0,0.0,0.0,118.36
7.28,2.0,0.0,0.0,3.0,15.6,1.0,0.0,22.0,38382.0,0.0,0.0,0.0,0.0,0.0,87.07
2.1,3.0,5.0,5.0,4.0,7.36,0.0,0.0,2.0,27694.0,1.0,1.0,1.0,1.0,1.0,69.47
11.52,3.0,5.0,0.0,0.0,18.8,0.0,0.0,33.0,23759.0,1.0,0.0,1.0,1.0,1.0,139.44
2.5,2.0,5.0,3.0,4.0,6.98,1.0,0.0,35.0,30797.0,1.0,1.0,1.0,1.0,1.0,116.4
4.0,5.0,3.0,3.0,1.0,15.0,0.0,1.0,21.0,33858.0,1.0,0.0,1.0,1.0,1.0,149.08
9.36,4.0,4.0,1.0,2.0,12.2,0.0,1.0,34.0,23598.0,0.0,0.0,0.0,0.0,1.0,128.2
15.0,4.0,5.0,0.0,2.0,19.3,0.0,0.0,30.0,20319.0,0.0,0.0,0.0,0.0,0.0,62.27
2.1,3.0,1.0,0.0,4.0,10.8,0.0,0.0,19.0,30268.0,0.0,0.0,0.0,0.0,0.0,64.99
2.78,2.0,4.0,0.0,3.0,19.4,1.0,0.0,6.0,27694.0,1.0,1.0,1.0,1.0,1.0,59.86
3.24,4.0,3.0,0.0,1.0,9.94,0.0,0.0,13.0,30797.0,1.0,1.0,1.0,1.0,1.0,90.77
9.72,3.0,4.0,0.0,3.0,8.48,0.0,0.0,17.0,23759.0,1.0,0.0,1.0,1.0,1.0,121.93
14.32,4.0,5.0,5.0,4.0,11.4,1.0,0.0,28.0,20319.0,0.0,0.0,0.0,0.0,0.0,137.7
11.22,3.0,2.0,0.0,4.0,8.42,1.0,0.0,21.0,21215.0,1.0,0.0,0.0,0.0,0.0,138.53
2.08,4.0,2.0,2.0,3.0,8.17,1.0,0.0,1.0,34791.0,0.0,0.0,1.0,1.0,0.0,144.31
3.18,2.0,2.0,0.0,3.0,11.4,0.0,0.0,28.0,23598.0,0.0,0.0,0.0,0.0,1.0,147.35
6.0,4.0,3.0,0.0,2.0,7.94,1.0,0.0,28.0,23759.0,1.0,0.0,1.0,1.0,1.0,121.93
3.64,2.0,3.0,3.0,1.0,6.03,0.0,0.0,4.0,23112.0,1.0,1.0,1.0,1.0,1.0,95.45
3.62,2.0,1.0,0.0,1.0,8.09,0.0,0.0,30.0,30268.0,0.0,0.0,0.0,0.0,0.0,59.4
9.12,4.0,4.0,0.0,3.0,16.2,1.0,0.0,1.0,21215.0,1.0,0.0,0.0,0.0,0.0,91.28
5.94,3.0,4.0,0.0,4.0,12.4,1.0,0.0,12.0,39696.0,0.0,0.0,1.0,1.0,0.0,109.14
5.54,2.0,2.0,1.0,4.0,18.7,0.0,0.0,23.0,21215.0,1.0,0.0,0.0,0.0,0.0,138.53
10.72,4.0,2.0,0.0,3.0,10.7,0.0,0.0,31.0,27694.0,1.0,1.0,1.0,1.0,1.0,123.61
3.52,4.0,5.0,3.0,3.0,8.06,0.0,1.0,5.0,23759.0,1.0,0.0,1.0,1.0,1.0,147.82
7.6,4.0,2.0,1.0,3.0,11.3,1.0,0.0,34.0,30797.0,1.0,1.0,1.0,1.0,1.0,83.55
7.78,2.0,0.0,0.0,1.0,12.3,0.0,1.0,11.0,39696.0,0.0,0.0,1.0,1.0,0.0,109.21
6.96,3.0,2.0,1.0,1.0,15.0,1.0,1.0,13.0,23112.0,1.0,1.0,1.0,1.0,1.0,144.54
